ZIP,YEAR,AMPUTATIONS
34102,2016,*
33332,2017,*
33332,2019,6
33332,2020,*
33332,2016,*
33853,2017,13
33853,2018,9
33853,2019,11
33853,2020,16
33853,2016,7
33896,2017,5
33896,2018,8
33896,2019,8
33896,2020,6
33896,2016,*
34222,2017,5
34222,2018,5
34222,2019,7
34222,2020,*
34222,2016,10
32643,2017,*
32643,2018,7
32643,2019,*
32643,2020,6
32643,2016,*
32095,2017,7
32095,2018,*
32095,2019,7
32095,2020,6
32054,2017,11
32054,2018,14
32054,2019,14
32054,2020,12
32054,2016,11
32693,2017,8
32693,2018,7
32693,2019,12
32693,2020,10
32693,2016,7
34452,2017,5
34452,2018,6
34452,2019,*
34452,2020,9
34452,2016,7
32951,2017,*
32951,2018,*
32951,2019,*
32951,2020,*
32951,2016,*
32776,2017,*
32776,2018,*
32776,2019,10
32776,2020,7
32776,2016,*
33868,2017,8
33868,2018,6
33868,2019,*
33868,2020,6
33868,2016,8
33567,2017,*
33567,2018,9
33567,2019,7
33567,2020,*
33473,2017,*
33473,2018,*
33473,2020,*
33473,2016,*
33305,2017,6
33305,2018,8
33305,2019,5
33305,2020,6
33305,2016,*
32801,2017,*
32801,2018,8
32801,2019,6
32801,2020,15
32801,2016,*
33449,2017,5
33449,2018,*
33449,2019,*
33449,2020,*
33449,2016,*
32344,2017,6
32344,2018,*
32344,2019,11
32344,2020,7
32344,2016,10
32784,2017,13
32784,2018,8
32784,2019,6
32784,2020,12
32784,2016,14
32696,2017,8
32696,2018,5
32696,2019,13
32696,2020,9
32696,2016,7
34604,2017,5
33477,2017,*
34604,2018,6
33477,2018,5
34604,2019,7
33477,2019,*
34604,2020,9
33477,2020,*
33477,2016,9
34604,2016,*
32569,2017,6
32569,2018,8
32569,2019,6
32569,2020,*
32569,2016,8
34432,2017,5
34432,2018,7
34432,2019,8
34432,2020,6
34432,2016,*
32219,2017,5
32219,2018,17
32219,2019,9
32219,2020,15
32219,2016,14
33483,2018,5
33483,2019,*
33483,2020,*
33483,2016,*
33513,2017,8
33513,2018,15
33513,2019,10
33513,2020,10
33513,2016,*
33403,2017,15
33403,2018,13
33403,2019,6
33403,2020,*
33403,2016,*
32348,2017,8
32348,2018,26
32348,2019,14
32348,2020,10
32348,2016,13
33149,2018,*
33149,2020,*
33149,2016,*
32220,2017,8
32220,2018,10
32220,2019,9
32220,2020,12
32220,2016,9
33812,2017,7
33812,2018,*
33812,2019,*
33812,2016,*
34103,2017,*
34103,2018,*
34103,2019,*
34103,2020,*
34103,2016,*
32968,2017,9
32968,2018,6
32968,2019,8
32968,2020,*
32968,2016,*
34475,2017,6
34475,2018,9
34475,2019,18
34475,2020,7
34475,2016,*
34236,2017,*
34236,2018,7
34236,2019,10
34236,2020,7
34236,2016,*
35217,2017,*
34669,2017,5
34669,2018,11
34669,2019,14
34669,2020,16
34669,2016,9
33980,2017,5
33980,2018,*
33980,2019,12
33980,2020,*
33980,2016,*
32908,2017,*
32908,2018,6
32908,2019,*
32908,2020,5
32908,2016,7
32254,2017,31
32254,2018,16
32254,2019,18
32254,2020,27
32254,2016,20
32063,2017,8
32063,2018,5
32063,2019,9
32063,2020,9
32063,2016,13
33776,2017,*
33776,2018,*
33776,2019,*
33776,2020,*
33776,2016,*
32425,2017,5
32425,2018,11
32425,2019,*
32425,2020,7
32425,2016,*
34479,2017,6
34479,2018,11
34479,2019,7
34479,2020,10
34479,2016,5
32615,2017,*
32615,2018,10
32615,2019,6
32615,2020,7
32615,2016,7
33019,2017,8
33019,2018,*
33019,2019,7
33019,2020,*
33019,2016,*
33129,2017,8
33129,2018,*
33129,2019,*
33129,2020,*
33129,2016,*
32931,2017,13
32931,2018,7
32931,2019,6
32931,2020,*
32931,2016,6
33315,2017,12
33315,2018,6
33315,2019,5
33315,2020,12
33315,2016,8
33132,2017,*
33132,2018,*
33132,2020,*
36567,2017,*
36567,2016,*
32653,2017,*
32653,2018,8
32653,2019,7
32653,2020,5
32653,2016,*
32669,2017,*
32669,2018,6
32669,2019,8
32669,2020,14
32669,2016,8
36542,2020,*
36542,2016,*
33478,2017,*
33478,2018,*
33478,2019,6
33478,2020,*
33478,2016,*
33170,2017,13
33170,2018,6
33170,2019,13
33170,2020,11
33170,2016,5
34947,2017,11
34947,2018,21
34947,2019,15
34947,2020,13
34947,2016,7
33873,2017,6
33873,2018,10
33873,2019,16
33873,2020,15
33873,2016,11
32176,2017,7
32176,2018,5
32176,2019,5
32176,2020,9
32176,2016,8
32011,2017,8
32011,2018,5
32011,2019,10
32011,2020,6
32011,2016,5
32903,2017,*
32903,2018,7
32903,2019,5
32903,2020,*
32903,2016,*
33778,2017,*
33778,2018,9
33778,2019,7
33778,2020,12
33778,2016,8
33154,2017,*
33154,2018,*
33154,2019,*
33154,2020,*
34610,2017,7
34610,2018,5
34610,2019,5
34610,2020,7
34610,2016,*
32534,2017,22
32534,2018,14
32534,2019,16
32534,2020,17
32534,2016,10
33765,2017,6
33765,2018,6
33765,2019,8
33765,2020,12
33765,2016,9
34442,2017,9
34442,2018,5
34442,2019,13
34442,2020,12
34442,2016,7
32413,2017,*
32413,2018,5
32413,2019,7
32413,2020,*
32413,2016,6
32081,2017,5
32081,2018,*
32081,2019,*
32081,2020,*
32081,2016,*
34731,2017,10
34731,2018,11
34731,2019,25
34731,2020,8
34731,2016,9
32317,2018,*
32317,2019,*
32317,2020,5
32317,2016,*
33469,2017,*
33469,2018,6
33469,2019,*
33469,2020,*
33469,2016,*
29585,2019,*
32641,2017,*
32641,2018,21
32641,2019,24
32641,2020,20
32641,2016,8
33301,2018,*
33301,2019,*
33301,2016,*
34134,2017,*
34134,2018,5
34134,2019,5
34134,2020,*
34134,2016,7
32963,2017,*
32963,2018,*
32963,2019,*
32963,2016,*
33527,2017,6
33527,2018,8
33527,2019,6
33527,2020,8
33527,2016,12
33983,2017,6
33983,2018,6
33983,2019,7
33983,2020,8
33983,2016,*
33815,2017,17
33815,2018,8
33815,2019,14
33815,2020,18
33815,2016,16
32656,2017,11
33498,2017,*
32656,2018,5
33498,2018,*
32656,2019,10
33498,2019,*
32656,2020,12
32656,2016,*
33498,2016,*
32091,2017,14
32091,2018,14
32091,2019,14
32091,2020,14
32091,2016,9
36426,2017,*
36426,2018,*
36426,2019,7
36426,2020,9
36426,2016,*
34235,2017,*
34235,2018,5
34235,2019,*
34235,2020,9
34235,2016,*
34292,2017,5
34292,2018,*
34292,2019,8
34292,2020,10
34292,2016,*
33412,2017,*
33412,2018,*
33412,2019,*
33412,2020,*
33412,2016,*
33972,2017,8
33972,2018,*
33972,2019,*
33972,2020,5
33972,2016,*
32310,2017,7
32310,2018,12
32310,2019,14
32310,2020,14
32310,2016,16
34241,2017,*
34241,2018,*
34241,2019,*
34241,2020,*
34241,2016,*
33602,2017,11
33602,2018,*
33602,2019,7
33602,2020,11
33602,2016,8
32226,2017,*
32226,2018,14
32226,2019,7
32226,2020,9
32226,2016,14
34239,2017,7
34239,2018,*
34239,2019,*
34239,2020,*
34239,2016,*
33701,2017,12
33701,2018,12
33701,2019,9
33701,2020,9
33701,2016,6
36081,2020,*
33330,2017,*
33330,2018,*
33330,2019,*
33330,2020,*
33330,2016,*
33136,2017,20
33136,2018,18
33136,2019,21
33136,2020,16
33136,2016,26
33872,2017,7
33872,2018,6
33872,2019,7
33872,2020,14
33872,2016,6
32206,2017,28
32206,2018,30
32206,2019,34
32206,2020,30
32206,2016,27
34984,2017,7
34984,2018,5
34984,2019,*
34984,2020,11
34984,2016,6
33004,2017,9
33004,2018,19
33004,2019,15
33004,2020,15
33004,2016,23
33708,2017,*
33708,2018,*
33708,2019,7
33708,2020,7
33708,2016,*
33190,2017,5
33190,2018,*
33190,2019,*
33190,2020,*
33035,2017,10
33035,2018,7
33035,2019,*
33035,2020,5
33035,2016,10
